,Tweets
345,elonmusk WholeMarsBlog In other words Germany and the entire EUwill not allow autonomous driving until 2030.
346,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
347,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
348,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
349,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
350,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
351,RedemptionBroon elonmusk TheCriticalDri2 So take some pepto it’ll prob help w YOUR irritability.
352,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
353,stocktalkweekly elonmusk Not healthy for Washington Corruption!!! 😫
354,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
355,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
356,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
357,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
358,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
359,"Euan_MacDonald You ever think that it’s because the number of bots has been cut down immensely? 

CC: elonmusk"
360,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
361,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
362,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
363,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
364,"Montana2Rice4Ev ShoalBear LynnetteJGill LeahRemini elonmusk Kristennetten So you’re telling me that the hundreds of Scientology-controlled Twitter accounts that are 100% dedicated to harassing me every day (and anyone who stands with me) violate Twitter policies and should be suspended?
(I didnt see the accounts word)"
365,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
366,"UpdateRail: We all dogefam are divided by country and united by dogecoin.
Thank you elonmusk for restoring all accounts .. we are fam…"
367,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
368,"fadequeen77 DogeAccept tearsintherain1 TheNewAnneFrank draganammilic1 PiaPanda96 Lionelclone1 KatTonic2 Jacob75719238 SpadersNFTs MrCurtisHi S3XYDOG3VAD3R PryZmRuleZZ xdianalandx agent_x23 CCuntamed musicphantom69 h_artsNcrafts SpaceCrystalZ YeshuaisSavior JessieR64351512 TeslaDarth gucci369r Manoj87187471 Kawaiistanley1 dogecoin elonmusk MichelleBezak kennethray25 dogedubowwow Twitter boringcompany Tesla neuralink SpaceX MyDogeTip No they disperse from their natal pack not to be ""lone"" for too long !"
369,"AlienSquidCoin: Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

BNB BSC BSCGemsAlert Binance BTC Bitcoin ETH Ethereum Elonmus…"
370,andreavucetich elonmusk karpathy 🎯 The assumption that the human brain is basically a computer is a strange one to me. A computer is a relatively simple machine compared to the cellular/genomic processes of even the most basic life forms. I guess we'll see.
371,TomFitton elonmusk Good.
372,tesla_raj elonmusk are the glass windows almost completely flat? that's dangerous when the sun shines just in the correct angle it can blind another driver
373,"Nanageddon57 davidmweissman elonmusk Are you high? jack did exactly that. Used the platform to push his agenda and silence the opposing beliefs. Have you even been playing attention to the Twitter Files? Or are you happily living in your sounding box, with no growth of thought?"
374,When do you personally plan to travel to space elonmusk ? SpaceX
375,The real question is... who is pulling ALL the strings..? Who is coming up with these ideas to further divide us and conquer? Who is the mastermind? HunterBidensLaptop news Elonmusk Trending ImpeachBiden
376,catturd2 elonmusk Wait until you do some research on the CIA 😂
377,"elonmusk Do one, you doughnut."
378,"TheKynik larryelder elonmusk nytimes This is such bullshit. Oh well, the truth will come out about all the GOP insurrectionists. GOPLiesAboutEverything GOPHypocrisy"
379,elonmusk Need your help.  You are only person on planet that knows answer.   How do you turn off descaling light on a Keurig?
380,"AsefaTebereh: 🇪🇹 has shut down the internet at least 22 times since 2016, The blackout affecting Tigray “is the world’s longest uninter…"
381,CollinRugg elonmusk Put me on that list please.
382,"pippiwontcomply: FiveTimesAugust elonmusk I saw Dr. McCullough last night! He is NOT stopping, Twitter or not twitter. Twitter should…"
383,N_J_Ligavesh runews elonmusk Just some education for you: Winter 2023 runs from Dec 21st 2022 until 20 March 2023. Do your homework. Whoa.
384,Silverstang777 elonmusk WholeMarsBlog how else does it get safely proven
385,muskQu0tes elonmusk So is Amber heard baby yours 😳😳
386,"web6official: Hey elonmusk, can I please get a Green Verified check. I don't want to be like the rest of these Bluezers. I'll Doxx my…"
387,"Elon talks dystopian reality as if he isnt actively stealing excess labor, buying up people's dreams, acting as if he does it all himself while trying to leave Earth behind. elonmusk dude. Wtf."
388,muskQu0tes elonmusk That's why he is Elon Musk.
389,DailyCaller brian420akaKing elonmusk Oh geez. That response didn’t help anyone. Also - Musk suspended KW for posting a swastika image.
390,idiots_thots elseclutch elonmusk karpathy And some biological computes just glitch and go back to watching YouTube.
391,"elon_alerts: ⚠️ elonmusk has surpassed 120 million followers. 

He is now just 13.2 million followers behind BarackObama, the most-fo…"
392,UnofficialJF1 elonmusk k bye then.
393,ethan_harsell elonmusk FoxNews Besides the Bible.
394,mixtorious1: catturd2 elonmusk The 2020 presidential elections were free and fair 🤔
395,muskQu0tes elonmusk FEED PEOPLE
396,nickhedley elonmusk Need some attention?
397,elonmusk No offense but there always has been
398,"Check my latest video about elonmusk

 "
399,If $tsla goes to ATHs - I’ll help fund the mission to Mars. elonmusk
400,elonmusk karpathy Was this the right or relevant answer to the question?
401,ManingTheMiddle Matt_Clough MyNameIsTricks vase_dave CryptoManhatt TeslaMartians davidmweissman elonmusk The fact that he has these creepy “stans” who are vicariously trying to live through him is even weirder. People have lost all sense of critical thinking.
402,elonmusk WholeMarsBlog Hello
403,dingdong290: elonmusk WholeMarsBlog DOGE loves you elonmusk 
404,gulfmylife05 alexbruesewitz elonmusk Seems to be mainly Republicans lately. 2016 it was Hillary's emails that turned the election. She was ahead before that came out.
405,"michaelhenry4ag: During my run for Attorney General, Twitter twice denied me verification and inexplicably suspended my account on the…"
406,elonmusk karpathy This is how globalist geeks talk to each other. Especially when they are funded by government and used by intelligence agencies.
407,HarryFagan6: MattWallace888 elonmusk RubinReport Apparently Musk made a deal with Apple to get his advertisers back!What could that…
408,elonmusk You are the true hero Elon. Thank you!
409,elonmusk There's no good surf..and the weather sucks...but maybe a. Weekend time share..
410,HODLdogeNOTdebt: elonmusk WholeMarsBlog $doge 
411,Jack you should know Kennedy was the first catholic president but you’re too young! 
412,CT_KDO CollinRugg elonmusk That was a wet dream
413,SonniferL Run_RFC KerryFail elonmusk FBI You support a ring
414,SenatorHagerty Hopefully elonmusk will release the republican side of this equation. Americans deserve to know how both parties operated in the big tech environment.
415,"kaufman4201 catturd2 elonmusk We would but no one could hear it over 6 years of trump bashing, Dems sure got jealous when he left them at the altar"
416,"2020Comms: .elonmusk obsessed hard core Trolls have surged their output since we've published the recent success of a Tribunal.
Appare…"
417,GregsBigBrother: This is eerie elonmusk ScottAdamsSays WholeMarsBlog plato caveallegory ChatGPT OpenAI 
418,MissMia1988 lily_lilyvalle malfor7 alexbruesewitz elonmusk Right? They literally believe EVERYTHING the media tells them. Pathetic and sad really.
419,IamUnruly01 elonmusk 🤣🤣🤣ela he won't
420,SFSection31: alexbruesewitz elonmusk Why didn't Trump's hand picked FBI director hold press conferences when they had the laptop and…
421,"FiveTimesAugust elonmusk Those and many others banned from here and MSM for telling the truth and saving lives. If Twitter had not censored all truth about the 'vaccines' many, maybe millions of lives could have been saved. Criminal."
422,elonmusk care to resolve the eyebrow issue in older model S’s? Out of warranty it’s ungodly expensive to fix. Result: We’re seeing so many older cars going around with a black eye.. or two.
423,"$PFE $JNJ $MRNA $SPX $NDX $DJIA $SPY $QQQ $FB $GOOGL

Scientists Struggle to Explain Why COVID Spared Unjabbed
the link -- Twitter &amp; elonMusk Corpses are NOT allowing it to go through.  bunch of pussies -- can't handle the truth called SCIENCE -- ONLY FauciScience ALLOWED  "
424,"HillelNeuer AlenaDouhan How is this even allowed? Why aren’t they tracing the money. This is complete conflict of interest, illlegal and against everything the UN should be standing for. Shame on UNHumanRights. POTUS elonmusk"
425,jade_angelkiss elonmusk Beautiful and talented lady. RIP.
426,elonmusk RubinReport Every fifth post I see is an ad for Twitter by Elon Musk. 😅
427,So elonmusk's great idea is ... tiktok on Twitter?
428,"elonmusk 
Why are searches blocked for celebrity death and vaccine? "
429,"lanalbenson 3YearLetterman elonmusk FoxNews He couldn't because he had a Black woman as a lover and as a hidden wife. If he became President, he could of he have been exposed or worst separated from the love of his life."
430,"beh6819: NEWSMAX Interesting, especially after elonmusk is releasing information on how democrat politicians ordered a private compan…"
431,elonmusk RubinReport And not autoplay videos on ads
432,"EvasTeslaSPlaid elonmusk One of my father's favorites. ""Never pick a fight with an elderly man; they know how to fight better than you and feel they have nothing to lose."""
433,elonbuysurshit JustMeZZZ_ BOlsDane alexbruesewitz elonmusk Well there are also losers sucking for Biden stories that are empty
434,alx elonmusk wikileaks Does musk own wiki leaks? Why should he?
435,mrspepperhot elonmusk So...Mandy...You actually believe that 'Noah' bollocks...boy o boy you crack me up.🤣😆😅😆😅🤣🤪
436,corechaincrypto Coredao_Org elonmusk VitalikButerin ethereum CoinMarketCap solana cnnbrk BBCBreaking PiCoreTeam cz_binance Congratulations.
437,elonmusk karpathy That was as clear as mud.
438,alexbruesewitz elonmusk It’s a coincidence
439,"Buck191145 Kerry2wolves SteveHiltonx elonmusk Tabbi describes the trump campaign getting equal access to the same resources the Biden campaign had (not biased), any government interference is on the government at the time i.e. trump admin, and Tabbi found no evidence of government interference."
440,FiveTimesAugust: elonmusk You have the ability right now to pardon important figures like Dr. Malone and Dr. McCullough and give them…
441,"AdamPiersen wowmomcoollol FirstAnubis DW_955 whack187 WendellHusebo elonmusk TomFitton AJDelgado13 I can't hear you. You were silenced, evidently."
442,DailyCaller elonmusk Can she just shut up? Worst in this position hands down imo
443,Remember—the ceremonially ‘clean’ animals must go on in sevens. 
444,TonyBrunoShow elonmusk MarioNawfal Naaa he means fixed
445,"EVargasTV Literally all I see now are pro elonmusk tweets, just his own personal PR machine, total cesspit"
446,ThierryBreton elonmusk Sad that the EU has been reduced to this.  Pathetic is a better word...
447,SteveHiltonx elonmusk You must struggle with reading comprehension. He revealed both parties were colluding with big tech to sensor Americans. It is not democrats vs republicans. It’s the people vs the government. Non of them can be trusted.
448,"MiguelCuneta: LukeDashjr hodlberry dergigi elonmusk The catholic church allows annulment in the Philippines, which is the only coun…"
449,"CorkyOnTour RJTailor86 ConreyShawn CArAAnN81 alexbruesewitz elonmusk Sorry, got stuck in a PMJ spiral on YouTube. Let me get caught up on your nonsense and I'll get back with you in a bit. 🥰😘"
450,"namanchayy lion_4_zion quimer4 SarahLGates1 StopAntisemites elonmusk the german word is ""Hakenkreuz"" ONE word, spelled exactly like that. 
i speak perfect german!
and if you are not able to use a translation programme   and try it yourself, i can't help you either. 🤭🤷‍♀️"
451,JPCX_Project: elonmusk elonmusk any chance you can buy facebook  so those who have had their accounts hacked and disabled can get th…
452,TomFitton elonmusk nytimes Can I attach a car payment or my health insurance payment to a congressweasels American Express bill?
453,SteveHiltonx elonmusk The big GQP bombshell of collusion is Hunter’s penis?👍👍🤣
454,"Q: What did elonmusk say when he bought a new car?
A: ""It was Tesla at first sight!""
------

Q: What did ElonMusk say when he invented the Hyperloop?
A: ""It's time to really get moving!""
------

🤔 What you guys are generating?"
455,RealTBONEHusker elonmusk Absolutely‼️
456,"Q: What does Elon Musk get when he orders a pizza? 
A: Supersonic Delivery! 
-----

Q: Why did ElonMusk go to the moon? 
A: To launch his new rocket! 
-----

Q: What did ElonMusk say when asked why he wanted to build a new space station? 
A: ""To infinity and beyond!"""
457,"worldmeetjohn Rogueknytter Bren_xoxo_ ImMeme0 elonmusk FoxNews That’s what I thought when confronted with direct question you deflect and run. 

Busted. "
458,shroganaw CollinRugg elonmusk Ufff…you have amnesia 😂
459,"Me: Generate a few jokes on elonmusk 

OpenAi : 🧵👇 (A Thread) ChatGPT"
460,Rkaminsky Jen040482 LenaEpstein elonmusk I am also pointing out the pics of ballots being stuffed.
461,ian693 rbaezjr lovepieple elonmusk And the other half are the women in your DMs 😂
462,arnoldnator LenaEpstein elonmusk Democrats asked Twitter to take down revenge porn pics of hunter bidens dick but republicans seem to really want to see hunter’s cock. I mean so much so they’re going to have hearings on it. Republicans seem obsessed with his dick
463,elonmusk is Twitter shadow banning Kari Lake’s assertion of a rigged Arizona election? KariLake
464,elonmusk Carnage4Life We need to channel Phillip K Dick and maybe ask the squirrels for help
465,WendyAtTheBay: anarimafornow MRiverlife holmanm elonmusk I have heard of and read about how cayenne can help with heart attack and…
466,"BobbieGaleB slowquacious JeanieHess13 KamilPustula celineInBC babe_freedom elonmusk FoxNews we are still waiting for you to support your claims of 'places with more votes than voters"" ... "
467,SurviveTheRight NateH62905675 cyclistgaymer AMC_Apee elonmusk Nate when other religions 😱😱😱
468,"RudyGiuliani elonmusk Than tell them the truth, Rudy. You’re one of the biggest liars affiliated with the Republican Party."
469,"Then let us hope that the ark will not be used first and foremost on earth.
elonmusk "
470,MuellerSheWrote alexbruesewitz elonmusk If you wanna talk about abusing animals why don’t you look into faucis love for beagles
471,wrong_speak JosiahMizukami elonmusk Getting hit by an 18 wheeler is to good for this human piece of garbage…
472,MoElleithee JonahDispatch elonmusk Same reason for you posting about disliking him…
473,SteveHiltonx elonmusk The Dimocrat Party. Never has a party gotten away with lying to Americans on so many topics and not been held to task. Until now. 
474,iamraisini: Elon Musk HATES Free speech to the extent where he cancelled the Tesla order of Stewart Alsop salsop who criticised him. S…
475,wood94832645: My Offer to Elon Musk via Rokfin  Rokfin elonmusk please take up this offer from richimedhurst
476,jade_angelkiss elonmusk She was such a courageous patriot. Enjoy paradise Kristi.
477,"YisraYah2: RealSheriffJoe elonmusk Numbers 6:24-26 
‘Yahweh bless you, and keep you. Yahweh make his face to shine on you, and be gra…"
478,"JudicialWatch TomFitton elonmusk He knew the consequences of his actions--- that's what make him so brave, selfless, a real warrior 😎"
479,stillgray how many followers you gained after the  elonmusk teleconferencing?
480,Walcandy1 elonmusk While Dems stomp all over it ever day 🙄
481,"elonmusk You aren't providing the example of ""free speech,"" buckaroo. Likely they saw your nonsense, unpredictable business decisions around Twitter and decided it wasn't for them. Enough."
482,"ThisIsKyleR elonmusk You were acquitted of murder, and while the facts of the case justify the verdict, let’s not play victim here."
483,JBobMcBoatFace elonmusk He didn’t “rile up” anyone.  He told his follows to go there.  And how did Trump lie about the last election?
484,SteveHiltonx elonmusk No one cares that’s why.
485,RealTBONEHusker elonmusk Yes then send her back to her native country where she can get beaten to death (Sharia law) for shaming her family!
486,"Yeah, writing their own “history” 🙄 "
487,AntonioSabatoJr elonmusk They will attack him 24x7 like they do the Trump family.
488,"Bring back ryliberty elonmusk alternative voices must be heard. He believes your mainstream media has been hijacked for the interests of a foreign state. First amendment guarantees that he should be allowed to express that. WeAreAllRyanDawson
 "
489,"Christy_TakaC_T mtaibbi elonmusk Been awfully silent on the mtiabbi elonmusk front, proof of life please! 2nd instalment 3 days late, it's obvious you had what you were releasing preplanned, from the look fwd."
490,"SimPattyK jlamadehe jennelizabethj mtaibbi Twitter elonmusk The ""deeper meaning"" you refer to is right-wingers creating wild inferences that the evidence doesn't support, and then calling normal people names when they don't agree with the resulting horse shit."
491,JKash000: Can ⁦elonmusk⁩ do this poll? 
492,AmoneyResists elonmusk conspiracy theorist.  😂
493,elonmusk FoxNews Except when you use slaves for profit I guess
494,elonmusk Specially Pakistani politics
495,"hsumacher: After a day with the Model Y in Taiwan, I can say the car is great EXCEPT no ultrasonic sensors really sucks for parking in…"
496,"DDounome smutoro CollinRugg elonmusk Elon Musk didn’t expose shit, it was a huge nothingburger."
497,elonmusk Yea most is Fortnite 😈
498,LOLGOP: “Days without Twitter’s owner acting like a sick weirdo” calendar back to 0
499,Georges_Lady: realtexasjess Trumpgirl_45_ elonmusk Helloimmorgan thebias_news FedEx Just want to help out…it seems that “convicte…
500,I just wonder how fast the meltdown would occur if elonmusk was to change the bluebird to a red bird?
501,"elonmusk MrBeast I live in rural Georgia in America. My only option for internet service is WINDSTREAM. 
I feel like you could fix this, but I know you're busy right now. 
However, if you find the time, I would appreciate it."
502,OatmealPope elonmusk Lol now that’s a funny drawing
503,"greg_price11 elonmusk It's only ""old news"" if you were already aware of what transpired in 2020 to supress information."
504,"lahorrich rameesaaqeel SouthAsiaIndex Blame to elonmusk 😂 
The tweet is about hypocrisy not about Blue badges!"
505,LenaEpstein elonmusk We already knew this sht.
506,SigmaRow elonmusk karpathy Sooner than many people think. Less than 100 years
507,illfinallyjoin AaronRietschlin mrpinkxrp JoeEmison JRIngall5 Teh_Snowflake elonmusk justinemusk Private businesses can require vaccination.
508,"RealSheriffJoe elonmusk Maybe go watch the fountain, Joe. It will relax you."
509,CollinRugg elonmusk Reinstate the banned doctors/researchers now.
510,TomFitton: Biden WH smears ElonMusk and Twitter....
511,elonmusk karpathy And if you think we have an obesity problem now......
512,ZubyMusic Perhaps Twitter should close on a Sunday.  I remember back in the day when shops weren’t even open on a Sunday! elonmusk
513,Cocochaneladair elonmusk davidgokhshtein He already deleted it 🤣🤣🤣 Twitter coin to the moooon!
514,"LoganFizzle elonmusk Actually I've heard some gaming companies have delayed release of soviet-era components to their games because of Ukraine vs Russia. Like WWIII: Team Yankee did, if I'm not mistaken"
515,"elonmusk , you are the ONLY GOTAWAY!!! 
Stay safe. "
516,Luke_Yoho CT_KDO CollinRugg elonmusk Technological info distribution being a huge cause of the problem I think is debatable.
517,Chrismendozer jcokechukwu elonmusk Re-read the tweet
518,CollinRugg elonmusk Including nazis. Yay!
519,"SenRonJohnson: .elonmusk is doing an awful lot to reveal censorship in the complicit, corrupt media. 
 
But there is an even larger st…"
520,"elonmusk now that it’s proven and accepted that the laptop is real, can we get into the important part, the actual contents of the laptop and how much “the big guy” has embezzled. Oh and the sex with minors and drugs info."
521,LenaEpstein elonmusk Shows the government never really cared for the normal hard working American people and that every conspiracy theorist is owed some Merit &amp; apology. Integrity is jeopardized and everything must be questioned with further depth! Im force to pay taxes for a compromised government..
522,ThisIsKyleR elonmusk Rittenmoney looking to cash in another lawsuit it sounds like
523,catturd2 elonmusk Same
524,ClayTravis tedcruz Twitter elonmusk nytimes Any surprise.
525,elonmusk Your Safety board just  permanently suspended another of my accounts: this time without citing a tweet. Fire these treasonous cowards.
526,KevinbenoitII elonmusk If can do whatever the fuck he wants. Now pay $8.
527,zappingzebra elonmusk Just look at their disgusting memes and posts - and they attack people in huge numbers all at once. That's not what twitter should be used for.
528,LayahHeilpern elonmusk Only to help Elon save America
529,"I'm back!! elonmusk should really add a way to re-verify via email/change phone number and re-verify if account gets locked as that was a nightmare. 

What did I miss?"
530,"JoshuaPHilll Damn elonmusk, aren't you busy enough w/o trying to make another baby?"
531,"TyWebb1975 JuryTrumpTrial codeofvets 1776Gretchen TwitterSupport elonmusk Twitter Less than 2% operating costs 

One Veteran at a Time"
532,elonmusk So much more substance! 4 SHO! Lol
533,bobspelman: CollinRugg elonmusk He’s sharpening this bankrupting skills with Twitter!! 😂
534,elonmusk Twitter needs a dislike 👎 and 👍🏼. So people can choose whether they like or don’t a tweet.
535,Come on elonmusk get this house in order! 
536,"TomFitton: As predicted, Biden gang has put ElonMusk company under federal investigation (supposedly over animal testing): Reuters"
537,"RalfusJ SteveHiltonx elonmusk It's funny how liberals see a dik and their brain shuts off, preventing them from seeing anything else. So obsessed with diks, you want them on guys, on girls and everyone in between"
538,"Rosie__MrsK TheFreds Julesa7 RealFairbrass bobscartoons MaajidNawaz JasonMillerinDC mrmarkdolan danwootton LeilaniDowding JohnBoweActor MattHoyOfficial FiveTimesAugust HiRezTheRapper elonmusk yinyangmechanic Deadferrets JamesDelingpole I’ve done that too 🤣
I can see I will be doing it a lot more"
539,"atensnut elonmusk could selectively remove the privilege of deleting tweets and restricting replies, when abused by a public figure, to include un-deleting previously deleted tweets."
540,"elonmusk Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please"
541,kittenhawk1 greg_price11 elonmusk JP has lost her ability to cover stories with the smoke screens. She can’t keep spewing the bs and think we don’t see through it.
542,chefjoseandres: Hey elonmusk 👇🏼somebody here spreading lies….you have a responsibility not to do “witch hunts” of anyone. But a respon…
543,elonmusk TwitterSafety That because leftists are “leaving” Twitter!
544,hodgetwins: Evidence of one of the biggest political scandals in modern American history was revealed yesterday by .elonmusk and 99% o…
545,"ManingTheMiddle Matt_Clough MyNameIsTricks vase_dave CryptoManhatt TeslaMartians davidmweissman elonmusk It’s prob better to appreciate actual hero’s. Not emerald mine heirs who have a history of aggressively shutting down “free speech” of their disgruntled employees. 

I don’t dislike or have an agenda against the guy, he’s just not that personally accomplished beyond his wealth"
546,elonmusk You keep on doing what you’re doing Elon musk thumbs up
547,CollinRugg elonmusk So you are pro 1000s of people losing their jobs...  HHMM lets let that sinkin.
548,"Mr_Derivatives: $TWTR 
Lets just keep it simple. 

Everyone has to pay .99c a month to use Twitter. 

This way you get rid of bots enti…"
549,"SteveHiltonx elonmusk Firstly, he hasn’t. And secondly, it’s not. "
550,VitalikButerin CoinDesk Bitstamp EliBenSasson dimahledba yezhang1998 LuozhuZhang jbaylina daniel_taikoxyz Shamatar barrywhitehat gubsheep clrfund Sismo_eth heyanonxyz sgoldfed hkalodner karl_dot_tech jinglejamOP ben_chain liamihorne alex_pertsev BrantlyMillegan drakefjustin dankrad protolambda TimBeiko peter_szilagyi preston_vanloon paulhauner jcksie benjaminion_xyz Journalism is a joke these days everyone n everything has a price.   There's no credibility of media especially CoinDesk nytimes WSJ etc.. thank you elonmusk for Twitter where i can make my own conclusion based on information provided by people.
551,elizableu: elonmusk FoxNews My freedom isn’t up for a debate or vote anyway. I have inalienable human rights with or without a govern…
552,"anarimafornow MRiverlife holmanm elonmusk I have heard of and read about how cayenne can help with heart attack and stroke. 

"
553,"elonmusk
U should have a search done of any communications between Paul Ryan's office and Twitter.

He was running against a Paul Nehlan* for Congress and in the midst of an election Twitter banned Paul Nehlan* 4 a comment about the queen and cheddar bob?
"
554,"malfor7: alexbruesewitz elonmusk Kind of like when Biden threatened to withhold 1 billion of taxpayer dollars to Ukraine, unless they…"
555,"BidenTour CivilLost michellmybell1 odktiger FemmeVoilet cl1ntonserver TomDoubting RealDoctorT 42Gnome _Kel_Varnsen_ Mentor2TheGods kimmsue70 1717mule TreatHunterDog MurphyYuiko JackWhoElse lemmabarkaloo TastyMorsel6 ADirtyRottenDog 429jamesowens SnoJusticeCuz MaxDragonard instinctnaturel MucusMucous Timeforfreespe1 Evry1H8sGrtzLOL theProgEqualist JenCages shrekvivre cow_cousin RepublicanRehab MyChickenDinner VtTbQW9s3xjPOow TwoSides1Truth SomeSis1 pookietooth LadyOfTheOcean1 SnoJusticeBro Aimhighffw UtsingerWesley DigiMalice ADouble777 schmevilagain absurd_dad CosmicIndiffer1 Q_Estrada scary_brock jaybento4 MiaZingg elonmusk Fair point 
Drama sells, and the media knows that well"
556,christina_bobb KariLake elonmusk It appears that some of the holdover employees are still up to their old censoring tricks.  It would seem they're having a lot of fun messing with conservatives while Elon is boasting free speech.
557,"I'm so happy about twitter I could just sing! Twitter ElonMusk FreeSpeech Conservatives

Podcast Episode 829: Elon Musk has just declared war! | Watch on RUMBLE here:  "
558,richimedhurst elonmusk Elon knows all about Assange
559,"FellwockPerry: elonmusk, Why is FBI's James Baker, the attorney who ran the censorship, still running the legal department at Twitter?…"
560,"advajayprasad: Reuters This Link can Sink 😬
Neuralink ElonIsDestroyingTwitter ElonMusk"
561,"greg_price11 elonmusk JP, please, its time you turn off the ecoli tap....you embarrassing yourself "
562,LayahHeilpern elonmusk LOL sense Elon Musk took over Twitter liberal's aren't going to buy a Tesla!Who cares that cry babies won't buy a Tesla because of politic's !! LOL 😆!She doesn't have the money to buy one anyway!LOL Don't cry because I can't buy one either but I don't put politics to everything!
563,elonmusk FoxNews If you cared about the Constitution you wouldn't be a Republican
564,elonmusk want ur starlike internet service from Bangladesh 🇧🇩
565,RudyGiuliani zypldot elonmusk mtaibbi mirandadevine Well said!
566,elonmusk: Slides from my Twitter company talk 
567,"Hello, my dear ones, to those who are close to Mr. Elon Musk. I ask you, in the name of humanity and mercy, to deliver this message of mine to him. I want him to respond to his private message to talk to him about a very, very, very important matter, please "
568,"jusforthenews 🧐ElonMusk plans to launch TwitterPayment? 

So let us guess what will happen to $ELON?

You can now trade $ELON in  BitKeep with a low gas fee!

Moreover, more than 250K tokens and 1M NFTs also can be traded in BitKeep!

🤳Follow up on BitKeep now &gt;&gt; "
569,DogeDillionaire: A symbol signifies an idea that can be recognized by all walks of life doge needs an emoji elonmusk 
570,timfisher836 WhiteHouse elonmusk I agree. Anyone who has been keeping up knows why there's a change in the unemployment rate and the new jobs. Joe and his administration are all pathological liars.
571,"ericmatus79 alisayar_ Algorand elonmusk silviomicali ""They know the future""

I love this, it means as a CEO, I managed to fool everyone thinking going down 98% is not a big deal.

We need more rednecks like you ser, ask your wife/cousin to join!"
572,corechaincrypto Coredao_Org elonmusk VitalikButerin ethereum CoinMarketCap solana cnnbrk BBCBreaking PiCoreTeam cz_binance Can't wait to see it.
573,FbBookman Kingdomscrap1 elonmusk FREEDMEN FACTS ✊🏿
574,Otto_English: Why are the armed police at the front letting on the elephants but stopping the people boarding?
575,TomFitton: Biden WH smears ElonMusk and Twitter....
